ID,Easting,Northing,Elevation
450153250,582476.6938757682,4863770.122277237,219.12
450153279,581500.4661600813,4868295.615879544,230.52
450153300,581249.4897573602,4866553.106056858,269.723795274149
450153302,580780.1754815318,4868802.885898846,303.17
450153304,583755.3330716307,4865048.280551258,237.0147069875989
450153305,581741.2391643232,4864569.927265922,260.8
450153312,582501.7324930878,4863022.504445091,207.24
450153322,581246.4344179247,4866300.863448783,289.93
450153328,582002.444842213,4868306.924246862,279.03
450153337,581223.955524384,4868793.986456156,234.83
450153340,582012.3602334617,4867765.508929983,232.42
450153341,582468.3895115987,4863282.248580942,216.26
450153342,583748.9829247522,4862793.738292923,197.22309807098375
450153414,580742.794920532,4866297.921401661,297.1397537215277
450153416,584221.3082859941,4863059.44996042,195.38
450153417,581741.9625748075,4865279.319037173,256.34
450153422,582248.5147016121,4864558.873305123,216.622823990377
450153436,584267.2416295046,4865059.894259147,226.04906217182977
450153437,582251.2216242574,4863810.088630625,224.38
450153445,582239.0538142144,4867067.680209592,222.06897826086953
450153447,582506.275566138,4868794.07106478,338.1
450153449,580530.8227253548,4868175.083057371,270.3348835205403
450153456,580992.2201864131,4866782.521367127,264.95
450153458,582559.2286959416,4865285.229157419,212.69
450153459,582749.0503509685,4868043.277747921,265.39
450153497,581241.5327300203,4866046.078551624,286.5966697452442
450153522,580250.6467404445,4868798.936878467,287.1678854464414
450153527,583247.1332254056,4866053.027973458,322.73113064108
450153528,581245.238471247,4864519.395593596,265.45
450153579,583258.0150853805,4862976.858455194,201.12
450153599,581949.7990540373,4863304.2567566335,218.77
450153610,581245.4357677244,4864783.63361443,264.42186048446126
450153629,582991.205234221,4862794.668511897,203.9
450153635,582981.0267712243,4864807.390431201,211.07
450153659,584489.3795452074,4863507.755215764,199.2111196351358
450153950,583505.8579695749,4863544.509319972,203.16237051590682
450153952,582766.2846441328,4863797.5031234445,204.86
450153955,582002.7619373796,4867544.020974268,231.46293142299834
450153956,582999.4794167851,4863294.873434007,208.9
450153958,581734.3945040348,4863002.005297337,218.98
450153959,583000.2286023955,4862526.217641261,204.76583564702094
450153962,580480.5108247389,4867536.098282249,278.91
450153968,581976.8312718894,4863793.582301573,230.82
450153974,581761.5211846994,4866807.443721232,224.6648213917298
450154037,581269.4139492726,4865288.450388272,262.86166874315916
450154055,581482.5272286765,4864540.970397574,268.21
450154058,580452.4521061225,4867817.405576586,274.5724495976909
450154059,583927.8995382384,4863502.735009515,199.28
450154062,584014.8531679675,4865390.836535849,250.47
450154063,580529.0752565928,4868840.927583365,312.48
450154064,582742.802731781,4869044.655347456,366.8062118057916
450154065,583952.6066258245,4863789.979812793,199.97
450154066,581507.9113175429,4865747.210465251,268.14
450154074,582689.0446023574,4868312.020448239,295.76
450154081,583501.2235533777,4863055.342665268,199.84
450154082,584014.0818225942,4862537.278400015,199.52
450154087,582508.5050607751,4863536.574827664,216.6
450154089,581995.2391351318,4867051.689270018,229.82548997967814
450154092,584501.4583478634,4862531.583759356,198.08
450154103,583517.0564029193,4865577.720712439,300.89
450154621,580996.738282523,4865281.140445399,262.931554375557
450154625,583228.5034978187,4865563.537031944,254.97
450154631,584232.4479124785,4863364.630410697,197.19
450154639,583249.8730077874,4867548.2281569075,336.5
450154641,582255.3705412989,4866302.3166195145,220.25
450154650,581750.3301710831,4866302.234479989,235.90554540775025
450154673,581779.1785614319,4868057.554662781,228.5842744557437
450154683,582679.0815978246,4863054.860624995,209.07973597951624
