ID,Easting,Northing,Elevation
450153163,582434.0,4861053.0,223.0
450153174,584672.0,4862331.0,213.0
450153187,583866.0,4862821.0,193.0
450153188,584930.0,4860580.0,389.0
450153193,582399.0,4860826.0,239.0
450153199,582418.0,4859082.0,351.0
450153201,582681.0,4860832.0,252.0
450153208,582409.0,4861281.0,205.0
450153209,582907.0,4861081.0,232.0
450153210,582912.0,4862090.999999999,197.0
450153221,586162.0,4859581.0,312.0
450153244,585174.0,4858829.0,413.0
450153248,583146.0,4860828.0,236.0
450153249,584918.0,4860808.0,361.0
450153250,584683.0,4861312.0,303.0
450153279,587412.0,4860061.0,296.0
450153300,582925.0,4859580.0,323.0
450153302,584426.0,4859582.0,384.0
450153304,584179.0,4859084.0,392.0
450153305,584930.0,4862330.0,233.0
450153312,584925.0,4858831.999999999,435.0
450153322,585181.0,4859586.0,366.0
450153328,582677.0,4857582.0,392.0
450153337,583686.0,4861090.0,270.0
450153340,583914.0,4862548.0,196.0
450153341,583425.0,4859582.0,257.0
450153342,585171.0,4858324.0,419.0
450153414,582467.0,4862574.0,197.0
450153416,583155.0,4862577.0,195.0
450153417,584176.0,4860591.0,376.0
450153422,585171.0,4859820.0,391.0
450153436,587450.0,4860588.0,250.0
450153437,582918.0,4861285.0,213.0
450153445,585905.0,4859570.0,321.0
450153447,584174.0,4858082.0,355.0
450153449,583177.0,4858331.0,309.0
450153456,582909.0,4862588.0,197.0
450153458,584907.0,4857553.0,412.0
450153459,583978.0,4862357.000000001,191.0
450153497,584945.0,4861354.0,275.0
450153522,584682.0,4859833.0,421.0
450153527,583432.0,4862881.0,192.0
450153528,585428.0,4857832.0,389.0
450153579,582497.0,4862823.0,199.0
450153599,587774.0,4860066.0,259.0
450153610,587914.0,4859579.0,299.0
450153624,583676.0,4862580.0,199.0
450153629,586672.0,4861098.0,282.0
450153635,582940.0,4859793.0,338.0
450153659,583913.0,4860344.0,319.0
450153950,585971.0,4859837.0,305.0
450153952,584161.0,4861345.0,291.0
450153955,586676.0,4860579.0,300.0
450153956,585916.0,4860576.0,311.0
450153958,587174.0,4859585.0,345.0
450153959,587943.0,4860091.0,245.0
450153962,585430.0,4857334.0,407.0
450153968,586207.0,4861102.0,317.0
450153974,582677.0,4859581.0,344.0
450154037,583178.0,4859077.0,317.0
450154055,584425.0,4857335.0,407.0
450154058,586053.0,4860618.999999999,303.0
450154059,585160.0,4857578.0,387.0
450154062,586922.0,4859849.0,305.0
450154063,582642.0,4859829.000000001,353.0
450154064,583370.0,4862611.0,199.0
450154065,586672.0,4859574.0,330.0
450154066,584176.0,4858578.0,375.0
450154074,583426.0,4858080.0,361.0
450154081,582433.0,4859833.0,353.0
450154082,585212.0,4857842.0,410.0
450154087,582659.0,4860305.0,291.0
450154089,584940.0,4859091.0,423.0
450154092,583378.0,4860563.0,228.0
450154103,584674.0,4861078.0,331.0
450154621,583283.0,4861854.0,201.0
450154625,582401.0,4857920.0,382.0
450154631,587179.0,4859830.0,307.0
450154639,582692.0,4862290.0,198.0
450154641,585175.0,4858583.0,437.0
450154650,582437.0,4858350.0,395.0
450154673,585176.0,4860830.0,354.0
450154683,582666.0,4857343.0,401.0
450150689,583246.9922063064,4862818.647047195,200.25
450150696,582252.7960640497,4868305.808606939,273.99
450150709,582492.9209551059,4864543.692712644,209.3
450150717,580997.1376659332,4866555.223774376,274.5456948994567
450150722,583009.0038324171,4866803.899984594,300.9727551879328
450150727,582990.2921560842,4866290.275844828,285.1817190126013
450150728,585008.0285087428,4863002.210929106,193.0952359092193
450150729,581995.8235981348,4868802.613847667,275.93
450150734,581478.0244107101,4867489.942566878,226.33127711893277
450150736,582445.4113093829,4865555.413668628,215.3
450150737,581500.6293535872,4866058.6008209875,275.56
450150742,582174.1601679121,4865071.493495359,215.21
450150868,581970.770100614,4865575.4077500375,216.8
450150872,580495.8370316783,4869047.36220663,276.09
450150874,582491.5722832256,4867546.403530792,282.04
450150876,582459.3377563844,4866261.640378627,220.57
450150882,581999.5313394122,4865041.448380258,229.43
450150883,582258.3713252209,4865323.033374993,213.377103088497
450150889,581295.3229698776,4869023.509766916,233.54374139336613
450150890,581975.0561998095,4862562.084760585,203.44055565216505
450150895,583755.7965647058,4866312.468851825,268.9684849304915
450150904,582728.628142499,4865495.550911881,220.44995151333075
450150905,581984.8486360407,4869047.420104094,279.54
450150908,583246.3626078849,4865809.592155715,273.36
450150912,580963.3814522163,4868300.912100755,281.18
450150916,583455.8311202615,4864568.8544401415,205.05
450150918,582495.8800232027,4869045.892177642,342.7618000979994
450150922,580711.2774131349,4869062.955966298,263.54722982480075
450150923,580999.6281446266,4868800.902038998,275.13
450150925,583802.3531628641,4863633.337879626,200.5
450150928,581983.786949453,4866800.163204084,226.28
450150932,581321.187138601,4867479.6866777195,234.17399696737036
450150933,581245.6498637636,4868054.944091435,258.5315464003351
450150938,584450.0125543858,4863103.015566227,195.25
450150946,583753.5526875238,4863275.917290995,199.45
450150951,582989.5481045184,4866056.311282884,278.11
450150969,580571.9863069796,4868030.995371229,267.32877026617194
450150972,584049.146363718,4864549.690866876,206.25
450150997,581267.7840794588,4864295.543158152,270.88156778558283
450151019,581245.4009506294,4867814.174774625,238.55039012326685
450151021,584300.0279125028,4864300.501014929,202.61732945988675
450151026,584735.9246574983,4862823.173812783,195.37
450151031,581508.5828701654,4869291.478758795,235.45
450151034,582507.7285612802,4866797.00455774,239.38
450151052,582297.0225851065,4862569.510387706,203.87064804313275
450151065,582959.8429973205,4864312.688019567,206.15
450151068,581306.9860425541,4864106.143512695,264.8
450151137,581734.1054670339,4867798.812201724,223.2574860031327
450151154,584502.1097463539,4864049.457108619,202.40485977595625
450151157,581746.7867148586,4866527.743300495,230.9
450151165,584787.6147256575,4862548.788017754,199.9
450151166,582477.8007295759,4862557.764569784,202.67
450151169,582242.2901606231,4866049.992388048,221.02
450151172,580748.9981473094,4869300.0524919,264.1
450151173,583510.8763416784,4864301.445509046,203.20385489245683
450151195,583270.9445403464,4863307.256496242,200.05555352839895
450151196,581787.6690647223,4869013.751476931,243.51300554346102
450151197,581500.8114023759,4866834.083538281,261.08945942758436
450151205,584518.2752816114,4863877.259105681,197.76
450151211,582739.917971292,4862570.804663121,203.44
450151218,582252.5996756402,4865794.959352746,219.39
450151222,581760.0716853362,4865548.699363732,253.76
450151230,581512.2760523531,4866305.795355699,267.48
450151240,581501.1080168546,4869051.554771377,236.94
450151242,580712.0568657916,4867815.960170568,267.09
450151250,581742.7466437231,4865053.050375015,227.35
450151259,581509.6129621088,4864290.364941801,268.87
450151267,583029.100156646,4865282.657168706,217.3939080567454
450151280,582001.6662780377,4868045.865401862,252.37
450151466,582505.8739577018,4862767.062705888,205.88
450151469,582511.142889492,4869275.914035602,337.133467054505
450151474,584475.0337352043,4863427.035812557,196.98
450151480,581009.745573089,4864797.444019899,276.58
450151484,581506.2544559373,4862832.683081179,224.65
450151487,585001.3529613827,4862545.63627921,206.79
450151488,581738.5497989736,4864078.347593165,253.47
450151489,582941.6118856152,4865057.39281232,210.32
450151497,580746.6667598668,4866045.720517678,300.2119485328328
450151498,584006.9340069252,4862778.241528994,197.1
450151502,581511.5106014243,4864779.030290332,248.41696330997925
450151503,581004.4195819902,4867044.940136743,261.47
450151506,582996.0168201339,4863071.106329965,203.64
450151510,584002.0864454259,4864054.54417951,201.03
450151511,581502.5876334923,4863033.032838853,221.32
450151517,580978.2756645279,4869037.917210142,242.6505424448316
450151519,582749.3947625031,4867546.339716008,318.4002850617306
450151548,583737.0564259529,4862989.531062173,197.53651548737793
450151615,583263.523281669,4864526.667629303,204.53
450151755,581517.2976894302,4863306.1461796835,219.07
450151783,584255.8371957853,4863798.825247861,198.26
450151784,585016.8800195461,4862810.960146755,198.45269441145518
450151790,581054.8377014487,4868557.525294573,268.36
450151812,580778.1963810271,4867362.283899359,266.24414937676477
450151818,581749.5442861004,4864267.548017333,263.74
450151832,582736.7473862299,4864041.1866910225,204.53
450151836,583454.4197162291,4864073.458942207,206.02218751536316
450151846,583748.9170890377,4864068.78139638,201.1
450151849,582746.4186851664,4865028.625799228,211.35
450151891,583751.6217092911,4862544.97066524,202.95382413518414
450151906,581759.5447276741,4868294.589027731,229.9530199310696
450151910,581487.6532561276,4867791.578769268,228.65
450151915,584030.1987624373,4863020.923057383,194.85244684373652
450151919,581011.4350887933,4865788.665615414,285.79
450151922,581742.2916113413,4868789.155975703,236.02468837836625
450151925,581448.6992093769,4865510.095438051,277.48
450151929,580993.9683042106,4866298.216326575,297.87
450151930,581262.4234303668,4863805.115738967,262.08
450151931,581255.2729189468,4863563.087943477,245.76
450151934,581768.7535993417,4865762.310345591,249.70126786073024
450151938,581727.8328627686,4862814.729788977,224.15877618821617
450151942,582038.6425544942,4862986.524721004,213.66569545786768
450151943,583489.9294519383,4865042.171849094,215.96
450151945,581273.4479395563,4865066.8293458065,252.43
450151950,582241.0124663771,4868802.2118933685,306.55
450151956,583013.8183730032,4867283.437324892,340.73
450151961,581498.9338638367,4866555.237480454,262.08
450151962,582013.6428639741,4864770.355428342,244.25
450151974,583538.3037277742,4863305.416601125,199.7
450151980,581513.5936051643,4864031.921814543,248.71
450151981,581735.7188142816,4862542.690625409,205.97
450151984,583004.306970314,4865798.309399131,288.0451121261373
450151990,582756.4156521092,4863372.371547339,212.09
450151991,583000.1699230713,4867048.299842342,344.1025242233575
450151997,583247.1368070043,4864808.616872363,212.1238777640358
450152015,582976.0719190165,4867539.111091376,317.42267227543135
450152031,581051.9571684725,4867366.791313164,255.76018260794942
450152032,580988.7732865288,4868061.724841232,260.64
450152036,582500.2342743025,4867044.296957589,266.65
450152062,582753.7589923325,4868547.290371343,317.43408300808346
450152070,581494.4581761296,4868783.647722059,232.86
450152071,581758.7122220967,4863315.255336425,215.69091656720718
450152072,581731.8738389378,4868547.685897065,231.40763601466853
450152075,582760.2469839671,4867050.984476689,342.93
450152076,581530.4559808371,4868037.888387798,235.65825821262652
450152094,581454.469022112,4862485.355134951,214.49
450152102,583006.5875721178,4866554.073842893,314.85
450152108,582416.9332211413,4866025.057977553,217.63
450152109,583319.7387661468,4865342.625003523,238.0
450152117,584513.7256966776,4864297.102865784,206.57
450152127,583015.9017088028,4865618.52736858,254.00461340172237
450152132,581490.4673987471,4865063.940102585,244.18
450152136,582267.5598297887,4863308.635795269,216.16
450152149,581249.1134600681,4867338.608265736,249.87818704546766
450152150,581050.9252170807,4867795.283337447,255.4559273432542
450152153,583975.2714156713,4865532.745964158,256.4837517514108
450152155,580781.1060581082,4867052.9279878875,277.8146276080532
450152161,581739.0620866187,4863528.822041367,235.09
450152163,582744.3426008748,4865301.090259632,211.84746548760882
450152165,583502.4819399385,4866052.647533123,296.91
450152166,582832.4560004836,4866044.569916452,248.2761509855115
450152168,583225.7169268262,4866296.551218611,312.5
450152169,581237.8249809259,4865536.721898672,282.88
450152171,582001.7110584159,4867290.573714778,224.98448507517963
450152181,582503.3716666771,4866560.45093666,230.82534547547576
450152182,582252.1704840884,4868065.524247687,265.61
450152185,582010.668361832,4864277.549513549,243.69
450152188,583047.4157750569,4863551.4119811915,201.87
450152197,580740.1028467981,4868549.458006785,296.34
450152209,583258.2632360583,4864299.877829393,205.49
450152226,582740.0975145546,4864544.662921528,209.46
450152231,583234.8745163223,4864046.632450065,204.49302190402278
450152235,581993.2683738181,4869306.796658175,319.89
450152247,582748.4155897378,4868793.760972795,329.92
450152251,582438.4958330707,4864807.840616533,210.27
450152253,582293.7132884566,4867563.617187209,243.18788189097384
450152257,581248.2016776667,4865790.23170426,274.2
450152265,581009.9006535732,4864495.742573822,271.43
450152266,582746.8880341968,4866543.84665737,258.1729901262809
450152267,581519.5849386918,4868567.453124707,232.04
450152274,583483.2857174131,4865301.915654817,247.67
450152350,581287.1949634161,4868364.199072123,239.66651854981387
450152358,582261.5696595706,4868561.857281885,284.6
450152368,582860.3081506497,4865798.160716747,248.95186430641314
450152371,581517.0078845518,4863567.9669012,244.10628445102918
450152374,581272.8512455188,4869320.655250333,235.03710721562462
450152378,582523.7237734289,4867310.304457779,282.87
450152380,582383.7494274154,4865752.661364338,216.04862588640407
450152402,584494.9772383426,4862775.554612848,195.19
450152410,582733.5810601779,4864770.860597122,212.54
450152414,583178.1453615727,4863780.995982347,203.78
450152416,582004.9229588978,4868551.272708969,273.6429107853014
450152418,580749.6495559437,4868286.415797038,271.22
450152419,582224.1261987067,4866769.705856114,222.11
450152421,582832.783239512,4863571.166186047,211.3
450152425,583517.6775695538,4863801.815967195,201.4
450152434,583746.9079843824,4866044.62418427,275.66
450152436,582503.8784537336,4868052.8818813525,257.47
450152438,581967.8159238553,4865282.1087731775,221.55
450152440,582530.0323644206,4864935.282755878,210.13
450152441,583434.5710129408,4864707.9981511915,208.83
450152452,583614.7512401479,4862502.572617054,203.3
450152453,581281.2700739431,4868549.748542742,232.43
450152454,580495.9752293171,4869299.858514763,263.52
450152460,582499.5804355384,4868301.214344711,298.53
450152461,583282.2075731211,4862540.26751872,201.01
450152465,582002.9596628573,4864082.945988448,241.94
450152478,582178.8096541499,4862946.590440918,213.29752466153417
450152482,581253.8736170194,4866800.166870068,265.86
450152483,582990.7450898367,4867793.838105045,287.77335110168457
450152490,580520.3508649832,4867314.980465304,264.9583657043021
450152495,583746.2367966608,4865786.564979089,278.97
450152497,581756.3401049399,4869292.423970838,253.790553961481
450152504,582346.2199264414,4865592.393305437,216.1
450152511,580763.7429678917,4865807.636391496,292.75
450152513,581740.1326294013,4867558.302710113,225.09511946514573
450152516,580244.8293296216,4869259.046494277,266.2191334537223
450152525,580757.3378549612,4866544.6249852935,275.05385944650135
450152532,584201.3940944783,4862863.354611174,195.56
450152541,582003.3435360672,4862824.814343667,216.31
450152542,581015.8198314102,4865554.77655002,283.67
450152547,581489.1639285824,4865293.979048827,264.54
450152548,582762.8895351484,4866312.861143878,246.5046193444853
450152553,584013.9586918327,4863301.317331003,199.42
450152557,582242.3476994162,4867795.321167369,240.47790150846785
450152558,582499.0154599601,4868546.149786538,320.66
450152577,583265.9522272979,4863545.733112093,201.3625538510675
450152580,583519.9858119631,4865800.062718555,295.7327820067084
450152586,581726.1243291633,4863783.711035472,236.56
450152594,583505.2487000884,4866291.6263593035,287.64
450152595,582255.5487845497,4862794.501362726,211.41
450152611,581956.160066291,4863636.142968149,230.22999049895546
450152615,580741.9996176146,4868045.773483418,259.41219170589426
450152616,581496.1074256299,4867045.862064946,252.61
450152617,584753.6811868519,4863538.677429268,197.51
450152638,584823.4950655042,4863265.8564128205,194.48
450152645,582039.6591436354,4866040.703993147,216.38
450152657,582527.1410385144,4864077.753550786,208.6727787688459
450152659,582241.8594499372,4866550.177175195,223.38013609585366
450152663,581227.7141011832,4867048.563563351,281.97
450152816,581500.2055477893,4863801.702702526,245.55
450152820,582261.5943490898,4864814.947166279,217.8268947350552
450152822,580475.3435507303,4867073.576092632,295.0090685298546
450152825,580739.4690849604,4867516.372032901,271.5467008035023
450152828,582986.1384517634,4863860.348017145,203.56
450152830,582230.3638722091,4864255.277201602,229.37
450152837,582747.2894300971,4866796.99366893,315.37
450152844,584282.7738005142,4864559.877947041,207.57
450152887,582763.7160908337,4867299.972249722,346.7129808360945
450152891,580994.1637913658,4866045.882825555,296.09950844194975
450152893,583764.2976912963,4864293.922453093,201.92
450152897,584233.7438186274,4862560.837306527,196.76
450152908,583505.3866173388,4862800.413195089,198.84360757711832
450152914,583755.1720790223,4863798.897712191,199.61451103335037
450152916,581744.8811076104,4867052.815770064,225.48
450152918,582745.0592665531,4862821.696688818,203.82
450152921,583729.2547967955,4864824.46537457,209.97
450152924,582272.5446126286,4867253.2273565065,241.54114163623254
450152950,582003.114909815,4866308.520411347,222.16
450152956,580753.6684264373,4866811.8231084375,280.22
450152961,580478.5808823725,4868566.803330366,273.1325478718337
450152967,582507.2368434728,4867792.7628037995,286.6779275611826
450152983,583496.823802619,4866565.233850979,301.7
450152987,583501.6822151975,4866793.377915134,295.8127049559554
450152993,582983.1960421754,4864056.930623065,204.26
450153029,581749.2716415708,4867295.256289349,230.9
450153031,582492.0934943456,4864294.0759979095,208.2
450153047,580248.4336730393,4869039.256401677,291.21694427299843
450153093,580977.5204009812,4865056.430759081,266.44
450153132,582236.92604427,4869070.425706789,297.10634785173113
450153134,583711.1355559527,4864479.317977691,206.22
450153145,582237.3687856747,4864040.083037925,233.58
450153157,583253.2646466191,4866573.379199974,305.81602957114706
450153158,582265.3046593303,4863576.531224601,219.71800696598132
450153174,581526.1677644264,4867328.9417728195,239.2
450153187,584222.8073266371,4863542.021587212,198.74
450153188,580923.4335646913,4867530.222317858,268.1670963209885
450153193,581767.7413317545,4864744.878239986,257.34
450153199,583741.5026713697,4865333.16706365,269.7207822007184
450153201,583968.1579329036,4864749.061724728,210.0
450153208,582991.4069574086,4868041.049395442,272.94337648144204
450153209,582000.9847671489,4866545.439290216,224.08745240230624
450153210,582779.6159557758,4864311.656875947,206.26
450153221,582278.7130999493,4869299.785965771,307.58
450153244,581993.1767418358,4864529.827251518,248.39
450153248,580238.7242881069,4868556.469962713,291.06
450153249,582762.8543736967,4867792.147159407,289.96791400526547
